	log_likelihood
1844	30726.703
1845	30608.771
1846	30144.678
1847	30969.14
1848	30900.14
1849	30595.113
1850	31234.156
1851	30844.209
1852	30708.975
1853	30647.787
1854	30287.584
1855	30437.887
1856	30786.193
1857	30354.979
1858	30735.963
1859	30463.715
1860	30638.613
1861	30436.816
1862	30095.715
1863	30660.031
1864	31076.406
1865	30277.324
1866	30410.738
1867	30791.965
1868	30781.271
1869	31078.863
1870	30385.723
1871	30436.432
1872	30442.234
1873	30653.959
1874	30303.582
1875	30615.428
1876	30789.818
1877	30169.668
1878	30788.365
1879	30909.9
1880	30144.047
1881	30741.709
1882	30360.996
1883	30048.2
1884	30260.006
1885	30547.531
1886	30679.037
1887	30743.38
1888	30656.027
1889	30559.34
1890	30493.037
1891	30156.3
1892	30563.082
1893	30348.412
1894	30349.86
1895	30512.225
1896	30447.979
1897	30587.238
1898	30688.8
1899	30644.807
1900	31011.465
1901	30581.975
1902	30801.668
1903	30389.854
1904	30645.469
1905	29731.387
1906	29799.145
1907	30468.943
1908	30970.332
1909	30053.176
1910	30676.943
1911	31624.387
1912	31430.777
1913	31593.223
1914	31197.26
1915	31435.193
1916	30993.318
1917	31526.572
1918	31663.7
1919	31478.746
1920	31216.537
1921	30512.922
1922	30835.156
1923	31595.574
1924	31560.432
1925	31659.932
1926	30951.27
1927	31619.941
1928	30988.223
1929	30621.871
1930	31074.994
1931	31189.3
1932	30941.934
1933	31644.12
1934	30186.375
1935	31628.322
1936	30950.113
1937	31572.324
1938	31603.37
1939	31591.531
1940	31053.488
1941	30994.646
1942	31331.637
1943	31413.4
1944	31151.312
1945	30985.234
1946	31291.328
1947	31037.525
1948	31469.36
1949	31734.926
1950	31047.756
1951	31461.395
1952	31251.41
1953	30911.691
1954	31311.385
1955	31351.797
1956	31510.55
1957	30259.176
1958	30856.053
1959	30685.453
1960	31185.965
1961	31030.334
1962	31410.537
1963	30843.2
1964	31205.14
1965	31651.95
1966	30787.613
1967	31008.574
1968	31217.0
1969	31212.068
1970	29956.562
1971	31072.572
1972	31696.922
1973	31610.666
1974	30887.668
1975	31709.574
1976	31491.4
1977	31038.271
1978	30319.166
1979	30920.988
1980	30281.2
1981	31248.05
1982	31473.41
1983	31278.348
1984	31464.496
1985	31447.105
1986	31649.078
1987	31079.145
1988	30245.975
1989	30790.527
1990	31020.387
1991	30376.385
1992	30800.637
1993	30511.553
1994	30787.828
1995	30851.12
1996	30703.88
1997	31016.9
1998	31272.11
1999	31244.88
2000	30045.918
2001	30726.822
2002	30338.74
2003	31199.63
2004	29785.484
2005	30452.422
2006	30966.434
2007	30987.387
2008	30570.494
2009	31713.994
2010	31169.113
2011	30490.707
2012	31160.562
2013	31561.203
2014	30493.297
2015	31704.926
2016	30915.797
2017	31599.516
2018	31372.11
2019	31024.26
2020	31739.785
2021	30961.37
2022	31237.77
2023	31309.588
2024	30584.066
2025	29763.0
2026	30484.074
2027	31601.215
2028	30773.344
2029	31237.963
2030	31386.566
2031	31164.73
2032	31092.543
2033	31256.406
2034	31721.496
2035	31404.879
2036	30096.4
2037	30904.488
2038	30766.797
2039	31105.613
2040	30754.322
2041	31203.637
2042	29251.14
2043	31174.766
2044	31177.988
2045	31302.95
2046	31180.168
2047	31644.25
2048	31463.412
2049	31091.457
2050	31074.447
2051	31713.635
2052	31298.537
2053	31434.02
2054	30520.2
2055	31069.969
2056	30733.05
2057	29893.957
2058	31298.64
2059	30968.688
2060	30931.129
2061	31234.4
2062	31413.332
2063	29526.355
2064	31287.807
2065	31567.387
2066	31676.312
2067	30171.4
2068	30791.02
2069	31369.89
2070	31097.338
2071	31396.447
2072	31279.941
2073	30810.45
2074	30761.2
2075	31262.277
2076	31648.047
2077	30176.11
2078	31221.041
2079	30241.537
2080	31326.824
2081	29905.125
2082	30081.605
2083	31387.5
2084	30665.553
2085	30799.994
2086	31669.412
2087	31083.693
2088	31693.678
2089	30458.715
2090	30785.49
2091	31690.406
2092	30933.605
2093	31151.004
2094	31385.146
2095	31347.355
2096	30191.137
2097	30545.447
2098	31427.84
2099	29518.887
2100	29651.762
2101	30823.459
2102	30033.541
2103	31622.629
2104	30748.006
2105	29013.162
2106	31364.55
2107	29449.838
2108	30822.762
2109	29720.375
2110	30230.922
2111	31110.188
2112	29847.379
2113	31073.354
2114	30871.182
2115	29499.324
2116	29252.744
2117	30594.707
2118	29617.146
2119	30130.406
2120	31016.824
2121	30958.447
2122	29392.172
2123	31087.65
2124	30210.855
2125	30104.668
2126	30859.215
2127	31414.543
2128	31590.824
2129	31165.912
2130	31688.479
2131	31356.068
2132	30394.354
2133	30597.812
2134	31104.934
2135	30936.928
2136	31639.354
2137	31530.105
2138	31468.2
2139	30577.14
2140	30731.37
2141	31328.738
2142	31104.693
2143	31709.375
2144	31004.38
2145	31365.885
2146	31438.1
2147	30718.979
2148	30669.75
2149	31620.8
2150	30768.85
2151	29954.707
2152	30440.693
2153	30580.176
2154	31580.234
2155	31170.16
2156	30828.715
2157	31430.697
2158	31684.777
2159	31492.865
2160	31151.9
2161	30492.041
2162	31639.318
2163	31058.172
2164	31141.912
2165	30935.27
2166	29754.256
2167	31679.965
2168	30680.625
2169	30971.266
2170	30385.244
2171	29514.355
2172	30998.088
2173	30878.766
2174	31718.041
2175	30889.16
2176	30121.979
2177	31220.887
2178	30540.047
2179	30992.922
2180	31119.906
2181	30149.635
2182	31147.98
2183	31027.082
2184	31456.45
2185	31401.676
2186	31515.906
2187	30771.246
2188	31276.668
2189	30892.066
2190	30728.334
2191	30934.281
2192	30560.115
2193	30897.635
2194	30790.512
2195	31275.963
2196	31575.344
2197	31054.965
2198	30714.865
2199	31689.11
2200	30488.396
2201	31699.715
2202	31719.996
2203	30973.256
2204	31493.37
2205	30503.818
2206	31496.473
2207	31034.121
2208	31307.266
2209	31291.223
2210	31365.996
2211	30949.334
2212	30207.447
2213	30915.494
2214	31546.973
2215	30758.006
2216	30451.725
2217	30988.41
2218	29105.756
2219	30940.816
2220	31256.896
2221	30835.004
2222	30271.838
2223	29997.098
2224	29746.043
2225	29447.463
2226	31230.668
2227	29056.963
2228	31666.65
2229	30774.203
2230	31645.328
2231	31047.307
2232	30934.812
2233	31387.38
2234	30663.344
2235	31639.166
2236	31669.957
2237	30120.605
2238	31454.219
2239	30716.182
2240	31356.723
2241	29792.854
2242	30588.23
2243	31481.98
2244	30481.52
2245	30524.15
2246	31364.152
2247	31052.61
2248	31556.176
2249	30775.885
2250	31598.963
2251	31697.441
2252	30199.387
2253	30008.238
2254	31385.762
2255	30133.678
2256	31166.807
2257	31088.406
2258	29961.496
2259	30785.525
2260	30958.215
2261	31216.5
2262	31653.4
2263	30601.291
2264	29508.562
2265	30919.875
2266	30107.338
2267	31219.059
2268	30765.006
2269	29838.871
2270	30430.088
2271	30497.535
2272	29858.176
2273	30629.418
2274	31394.887
2275	30233.979
2276	29822.906
2277	29840.137
2278	30872.137
2279	31270.447
2280	31625.652
2281	31025.541
2282	30228.475
2283	30864.818
2284	31176.854
2285	31169.51
2286	31461.387
2287	30870.682
2288	31548.605
2289	31583.932
2290	31320.738
2291	31402.61
2292	28513.812
2293	28513.219
2294	27956.309
2295	30045.209
2296	28608.4
2297	28845.912
2298	28725.645
2299	27664.834
2300	29376.45
2301	29009.775
2302	28326.637
2303	28642.932
2304	28104.021
2305	28455.309
2306	28771.531
2307	27925.355
2308	31293.4
2309	27787.64
2310	29326.7
2311	28352.6
2312	28303.928
2313	31386.1
2314	28936.24
2315	30779.2
2316	28380.146
2317	29058.574
2318	28906.104
2319	29534.707
2320	28655.793
2321	28389.385
2322	29022.262
2323	29204.041
2324	28680.453
2325	28484.676
2326	28362.35
2327	29973.438
2328	28747.229
2329	27847.416
2330	28170.031
2331	28436.396
2332	28275.207
2333	28337.943
2334	27631.95
2335	28794.13
2336	29745.832
2337	30868.35
2338	30334.025
2339	29985.05
2340	28849.684
2341	28619.465
2342	28847.988
2343	28153.512
2344	28060.05
2345	29296.719
2346	29120.973
2347	28667.77
2348	28870.887
2349	28477.094
2350	28275.965
2351	29797.775
2352	28261.312
2353	29326.244
2354	28700.39
2355	29883.86
2356	31222.004
2357	28865.88
2358	28232.104
2359	28940.88
2360	30456.537
2361	30598.12
2362	30727.55
2363	28634.947
2364	28615.645
2365	28750.979
2366	28867.057
2367	28388.14
2368	28234.531
2369	28628.941
2370	29937.688
2371	30880.043
2372	28504.059
2373	31046.074
2374	29122.668
2375	30262.094
2376	28256.88
2377	28093.191
2378	28470.473
2379	29499.434
2380	29969.662
2381	27886.848
2382	28113.668
2383	29539.1
2384	28891.23
2385	28523.684
2386	28068.625
2387	28462.996
2388	29935.793
2389	28309.088
2390	29454.469
2391	29153.395
2392	31037.578
2393	28037.443
2394	27706.037
2395	28067.281
2396	28966.13
2397	27799.152
2398	29144.36
2399	28716.176
2400	28798.26
2401	28148.182
2402	27732.734
2403	27397.09
2404	29126.396
2405	28786.645
2406	29679.318
2407	28462.459
2408	27205.406
2409	28373.932
2410	28471.328
2411	28897.55
2412	27389.984
2413	27840.55
2414	26962.062
2415	28582.574
2416	28374.86
2417	28307.947
2418	28612.082
2419	28457.229
2420	28241.5
2421	28510.234
2422	29711.068
2423	30088.113
2424	31118.822
2425	29048.094
2426	29870.719
2427	29231.598
2428	29262.713
2429	29699.527
2430	29026.887
2431	28680.479
2432	29153.662
2433	29012.621
2434	28868.838
2435	28942.338
2436	30494.047
2437	29721.053
2438	29166.625
2439	29178.943
2440	28907.379
2441	28203.91
2442	28213.15
2443	28813.887
2444	29698.121
2445	28930.594
2446	29839.791
2447	29936.672
2448	28480.262
2449	30202.65
2450	28844.418
2451	31047.256
2452	31019.324
2453	28643.395
2454	29374.816
2455	28293.832
2456	28810.947
2457	29262.62
2458	28422.11
2459	28472.254
2460	28747.979
2461	29023.684
2462	28533.676
2463	28113.926
2464	29019.312
2465	29338.453
2466	29433.86
2467	29799.379
2468	28777.035
2469	29472.941
2470	29224.418
2471	29268.475
2472	28923.809
2473	28755.588
2474	29076.629
2475	28797.838
2476	29500.004
2477	27977.25
2478	28984.176
2479	28550.99
2480	28794.928
2481	29213.262
2482	29043.453
2483	29511.438
2484	28433.996
2485	29392.125
2486	29643.969
2487	30180.469
2488	28612.574
2489	29475.812
2490	28485.63
2491	28422.307
2492	28655.13
2493	28783.004
2494	28541.938
2495	29325.387
2496	29659.672
2497	28305.387
2498	28897.062
2499	28545.035
2500	30098.574
2501	28530.129
2502	29432.762
2503	29569.254
2504	29067.887
2505	30624.037
2506	28749.434
2507	28494.562
2508	28861.91
2509	29278.928
2510	29047.574
2511	29345.182
2512	29136.812
2513	28568.98
2514	30027.693
2515	28792.355
2516	29939.566
2517	29049.338
2518	28686.77
2519	28697.855
2520	31232.926
2521	28769.91
2522	29326.953
2523	28156.637
2524	28996.3
2525	28905.225
2526	29708.11
2527	30757.371
2528	28653.246
2529	30838.031
2530	28213.053
2531	29156.55
2532	28532.057
2533	29160.129
2534	28826.932
2535	29624.281
2536	29764.916
2537	29944.6
2538	28413.91
2539	30140.678
2540	28477.828
2541	29288.896
2542	30092.23
2543	28539.225
2544	30176.879
2545	28218.05
2546	29125.918
2547	29755.441
2548	29286.566
2549	29148.938
2550	29519.703
2551	30829.068
2552	28741.793
2553	30841.543
2554	28465.506
2555	29306.52
2556	30285.902
2557	29007.906
2558	30935.95
2559	28319.512
2560	28116.871
2561	29989.697
2562	28726.938
2563	28487.37
2564	29238.652
2565	28860.73
2566	28795.963
2567	29541.41
2568	28993.01
2569	29433.006
2570	28595.584
2571	28623.406
2572	27873.006
2573	28518.693
2574	28956.588
2575	28505.51
2576	28645.86
2577	27942.432
2578	28988.896
2579	28630.621
2580	28741.6
2581	29052.793
2582	27842.64
2583	28097.656
2584	28848.553
2585	28939.15
2586	28688.63
2587	29033.453
2588	29151.887
2589	28873.465
2590	28597.48
2591	29452.479
2592	28530.59
2593	29104.762
2594	28986.488
2595	30607.463
2596	28320.943
2597	29652.63
2598	29627.363
2599	29631.395
2600	29751.746
2601	31111.754
2602	30620.285
2603	31080.62
2604	30418.006
2605	29949.457
2606	30980.3
2607	30597.459
2608	31286.285
2609	31289.574
2610	30997.447
2611	30844.941
2612	31304.006
2613	30640.035
2614	31301.23
2615	31344.223
2616	30536.918
2617	30848.191
2618	30864.432
2619	31398.262
2620	31108.13
2621	30597.121
2622	30479.707
2623	31426.412
2624	30756.932
2625	31212.213
2626	30889.697
2627	31208.918
2628	31209.35
2629	30081.057
2630	30240.328
2631	30949.87
2632	30463.875
2633	31284.088
2634	30707.15
2635	30817.115
2636	31095.506
2637	31328.012
2638	30305.387
2639	30926.637
2640	30621.457
2641	30104.65
2642	31134.068
2643	31103.293
2644	31013.465
2645	30788.979
2646	29771.34
2647	30582.875
2648	31056.744
2649	30899.27
2650	30663.629
2651	30638.707
2652	30112.979
2653	31351.785
2654	30737.896
2655	31052.193
2656	31336.537
2657	30953.312
2658	31292.291
2659	30361.666
2660	30561.662
2661	31431.254
2662	31216.318
2663	31232.287
2664	30591.35
2665	30964.385
2666	30653.99
2667	30920.484
2668	30836.406
2669	30597.473
2670	31429.938
2671	31154.918
2672	30144.152
2673	31216.26
2674	30277.803
2675	31042.688
2676	29889.791
2677	31053.26
2678	30671.762
2679	30684.068
2680	30721.229
2681	30447.922
2682	31270.262
2683	30800.031
2684	30448.12
2685	31009.938
2686	30850.145
2687	31218.113
2688	30996.324
2689	31468.953
2690	31339.848
2691	30927.676
2692	30981.682
2693	31221.754
2694	31294.934
2695	31351.822
2696	30594.303
2697	30945.396
2698	30235.707
2699	31093.51
2700	30832.582
2701	31594.816
2702	31184.12
2703	30175.354
2704	30738.574
2705	29962.016
2706	31435.48
2707	31484.812
2708	30851.463
2709	30485.723
2710	30771.965
2711	31689.906
2712	31237.656
2713	30864.34
2714	31628.41
2715	31200.637
2716	31479.73
2717	30839.635
2718	31428.512
2719	29961.621
2720	31291.875
2721	29779.26
2722	31530.225
2723	30916.834
2724	30957.834
2725	30324.588
2726	30688.926
2727	30812.172
2728	30445.553
2729	31170.969
2730	30517.14
2731	29814.928
2732	30389.832
2733	30491.416
2734	30493.938
2735	29846.871
2736	29822.012
2737	30209.682
2738	29995.38
2739	29995.1
2740	30158.918
2741	28259.574
2742	30755.709
2743	30933.322
2744	31041.285
2745	30319.52
2746	31019.615
2747	30303.787
2748	30684.266
2749	30489.744
2750	31232.738
2751	31175.953
2752	30955.703
2753	31227.537
2754	30598.66
2755	30835.635
2756	30520.73
2757	30932.281
2758	31011.621
2759	31253.895
2760	30324.48
2761	31172.238
2762	31313.219
2763	31141.818
2764	30689.375
2765	31260.875
2766	30302.605
2767	31002.84
2768	28938.707
2769	30199.912
2770	30482.943
2771	30065.516
2772	31553.965
2773	28975.729
2774	30150.793
2775	30485.4
2776	29810.371
2777	29024.887
2778	31643.035
2779	30122.668
2780	30251.637
2781	31251.193
2782	30177.818
2783	30058.443
2784	30830.463
2785	30250.318
2786	31335.547
2787	30608.746
2788	31139.463
2789	31653.906
2790	30832.385
2791	30993.328
2792	29959.582
2793	30310.777
2794	31006.832
2795	30103.771
2796	31651.6
2797	30477.98
2798	29897.418
2799	30517.988
2800	30496.152
2801	30182.832
2802	30434.568
2803	30977.559
2804	30230.74
2805	30633.38
2806	30220.605
2807	30202.613
2808	31004.63
2809	30170.55
2810	30648.7
2811	30494.266
2812	29638.348
2813	31122.875
2814	30501.447
2815	31186.887
2816	29425.469
2817	29358.666
2818	31564.676
2819	31406.531
2820	31266.738
2821	30740.213
2822	29591.168
2823	30675.05
2824	30438.223
2825	30622.15
2826	31111.371
2827	29214.129
2828	30069.973
2829	29330.809
2830	31183.213
2831	30697.059
2832	31488.521
2833	30451.938
2834	30756.963
2835	29265.678
2836	30481.277
2837	31461.348
2838	29992.932
2839	31626.707
2840	30593.85
2841	30891.557
2842	31331.848
2843	29843.506
2844	30375.637
2845	28985.37
2846	31154.05
2847	30358.615
2848	29921.9
2849	29647.213
2850	30478.488
2851	30992.771
2852	29241.207
2853	31241.088
2854	30207.098
2855	29572.4
2856	31243.084
2857	31559.244
2858	30716.15
2859	29218.662
2860	28505.88
2861	29997.307
2862	29225.156
2863	30439.98
2864	29375.645
2865	29505.412
2866	28817.865
2867	30940.613
2868	29048.41
2869	28515.156
2870	28850.613
2871	31413.328
2872	29268.219
2873	29489.838
2874	27681.479
2875	30320.223
2876	30271.963
2877	29182.756
2878	30121.36
2879	30324.941
2880	30615.896
2881	30460.412
2882	30385.324
2883	31281.844
2884	31522.088
2885	31206.184
2886	30473.615
2887	31527.182
2888	31113.453
2889	31592.615
2890	30793.66
2891	31104.172
2892	31489.875
2893	31324.963
2894	31338.322
2895	30585.797
2896	31055.041
2897	31144.324
2898	31377.473
2899	29550.152
2900	31508.156
2901	30855.441
2902	29267.738
2903	31548.05
2904	31352.98
2905	31549.6
2906	31649.041
2907	30726.676
2908	31731.182
2909	30992.006
2910	31680.178
2911	31147.959
2912	31659.73
2913	30489.287
2914	29542.178
2915	29632.184
2916	31156.318
2917	29463.723
2918	30641.941
2919	31349.656
2920	31012.652
2921	31593.725
2922	31405.146
2923	30144.584
2924	31136.63
2925	30338.193
2926	30465.021
2927	29473.45
2928	30570.744
2929	31091.672
2930	31486.875
2931	31342.145
2932	29974.812
2933	30810.63
2934	28738.428
2935	31481.777
2936	30997.62
2937	31529.77
2938	31039.465
2939	30556.684
2940	31666.041
2941	31153.11
2942	31597.926
2943	30784.822
2944	31011.965
2945	30967.084
2946	31627.375
2947	30012.137
2948	31431.115
2949	30617.88
2950	31208.863
2951	30727.98
2952	31553.588
2953	30815.047
2954	31445.188
2955	31114.053
2956	31222.385
2957	29621.27
2958	31650.203
2959	30468.834
2960	30942.906
2961	30569.682
2962	30661.479
2963	31438.49
2964	29932.178
2965	31209.496
2966	31565.387
2967	31181.459
2968	30758.4
2969	31120.041
2970	31410.27
2971	31671.684
2972	29351.469
2973	30536.854
2974	30960.443
2975	31655.625
2976	31451.213
2977	31446.459
2978	31669.318
2979	29889.494
2980	30568.465
2981	31418.848
2982	29737.434
2983	30989.125
2984	30367.496
2985	30375.068
2986	28884.61
2987	31030.635
2988	30739.66
2989	31413.678
2990	31027.684
2991	29992.973
2992	31582.562
2993	30705.729
2994	29963.637
2995	30494.719
2996	31169.459
2997	30309.762
2998	29902.271
2999	31084.553
3000	29749.541
3001	30930.37
3002	31451.604
3003	30904.453
3004	31721.818
3005	30469.027
3006	31271.016
3007	31716.535
3008	31695.98
3009	31156.65
3010	31696.496
3011	30598.525
3012	30102.715
3013	30127.574
3014	30787.604
3015	31050.604
3016	31675.613
3017	31561.375
3018	29416.572
3019	30761.863
3020	30526.49
3021	29965.994
3022	31510.473
3023	30390.318
3024	29917.25
3025	31713.738
3026	31538.016
3027	30228.215
3028	30704.354
3029	29767.406
3030	30646.365
3031	30822.635
3032	30268.453
3033	29136.906
3034	31217.35
3035	31046.287
3036	29898.088
3037	29824.629
3038	31085.637
3039	31631.271
3040	30718.506
3041	30892.938
3042	29464.12
3043	30518.771
3044	30743.85
3045	31404.332
3046	31248.35
3047	28737.906
3048	29559.447
3049	31663.777
3050	31469.854
3051	30465.979
3052	31672.11
3053	30035.379
3054	30008.287
3055	30772.938
3056	31146.385
3057	31326.318
3058	28776.691
3059	31438.4
3060	28899.984
3061	30821.988
3062	31040.363
3063	31524.797
3064	31275.738
3065	30023.838
3066	31371.7
3067	29062.896
3068	30913.426
3069	30206.766
3070	30338.37
3071	31318.021
3072	30236.652
3073	31076.668
3074	29063.969
3075	30734.385
3076	29889.547
3077	31239.479
3078	31103.328
3079	31257.582
3080	31669.135
3081	28662.484
3082	30468.943
3083	29745.516
3084	31154.527
3085	30500.125
3086	30719.535
3087	30013.113
3088	31518.816
3089	29596.906
3090	31411.432
3091	31403.363
3092	29999.11
3093	29871.303
3094	31065.254
3095	31557.625
3096	30791.084
3097	29914.662
3098	28122.996
3099	30151.006
3100	29987.49
3101	31179.543
3102	30893.12
3103	28002.504
3104	30508.355
3105	29036.994
3106	30200.682
3107	30105.791
3108	30131.63
3109	29352.516
3110	29818.965
3111	30758.285
3112	29906.922
3113	31516.15
3114	30883.02
3115	29410.312
3116	29934.557
3117	30094.188
3118	31670.1
3119	27274.572
3120	28164.49
3121	28813.387
3122	30447.215
3123	30972.162
3124	30233.271
3125	30483.848
3126	30741.6
3127	31521.113
3128	30939.162
3129	30851.363
3130	31320.156
3131	31495.14
3132	31069.363
3133	30892.203
3134	30895.963
3135	31578.363
3136	31622.104
3137	30460.604
3138	29883.191
3139	31335.625
3140	31179.793
3141	30893.402
3142	31361.129
3143	31498.99
3144	30446.35
3145	30556.535
3146	31114.479
3147	31077.453
3148	30241.26
3149	29618.834
3150	31674.807
3151	30485.23
3152	31051.191
3153	31690.328
3154	30650.162
3155	31169.379
3156	31582.13
3157	30416.35
3158	30415.422
3159	30872.322
3160	30926.834
3161	31643.488
3162	31134.844
3163	31279.832
3164	30253.771
3165	30720.672
3166	30506.463
3167	30522.287
3168	30645.4
3169	30288.98
3170	31102.15
3171	30430.072
3172	30235.816
3173	31058.35
3174	29615.172
3175	31350.666
3176	31733.762
3177	31716.8
3178	31067.037
3179	29896.496
3180	31409.26
3181	31603.312
3182	30492.688
3183	29868.715
3184	30297.402
3185	29710.645
3186	31458.303
3187	30746.61
3188	30959.428
3189	29971.15
3190	31441.027
3191	30067.725
3192	31473.338
3193	30935.184
3194	30183.113
3195	31031.645
3196	30632.9
3197	30125.729
3198	29879.8
3199	30709.219
3200	30475.875
3201	30598.059
3202	30598.328
3203	29906.432
3204	31398.775
3205	29827.715
3206	30538.041
3207	30919.697
3208	29514.113
3209	30685.312
3210	30777.98
3211	31099.209
3212	30060.494
3213	31632.15
3214	30451.604
3215	31713.318
3216	29230.791
3217	31739.037
3218	30084.059
3219	31401.818
3220	30641.682
3221	30798.604
3222	30701.9
3223	31498.041
3224	31010.98
3225	30973.152
3226	29606.984
3227	31498.707
3228	30850.016
3229	29700.781
3230	28989.496
3231	31686.953
3232	29849.979
3233	30350.525
3234	30021.994
3235	30950.34
3236	30613.16
3237	29787.848
3238	30869.246
3239	30396.777
3240	30262.207
3241	31116.895
3242	29724.332
3243	28793.488
3244	30916.188
3245	30529.318
3246	31145.363
3247	31659.506
3248	30463.09
3249	30427.7
3250	30265.16
3251	29576.1
3252	30925.363
3253	30609.559
3254	30423.926
3255	30113.9
3256	30377.537
3257	29683.812
3258	30462.121
3259	31616.797
3260	30464.791
3261	31697.865
3262	30127.754
3263	29296.037
3264	30830.652
3265	30720.09
3266	30687.668
3267	31012.535
3268	29998.297
3269	30973.443
3270	30851.484
3271	31623.031
3272	31077.932
3273	31585.402
3274	30346.438
3275	31635.012
3276	31600.287
3277	30953.787
3278	31001.793
3279	30833.8
3280	31087.322
3281	31189.9
3282	31715.244
3283	31180.547
3284	30358.553
3285	31206.043
3286	31707.64
3287	31496.256
3288	30397.984
3289	31476.996
3290	31461.098
3291	31255.105
3292	30682.152
3293	31249.64
3294	31046.787
3295	31064.818
3296	29999.4
3297	31022.191
3298	31722.824
3299	30674.709
3300	31355.715
3301	31511.006
3302	31350.9
3303	31673.816
3304	30837.443
3305	31165.129
3306	31268.863
3307	30765.494
3308	31695.39
3309	31375.95
3310	30669.176
3311	30270.65
3312	31253.062
3313	31155.59
3314	30940.168
3315	30435.184
3316	31585.312
3317	31528.6
3318	30659.312
3319	31459.125
3320	31277.484
3321	31451.121
3322	30075.729
3323	31548.145
3324	31037.98
3325	30839.402
3326	31047.104
3327	31115.021
3328	31396.932
3329	31296.488
3330	31712.385
3331	30746.121
3332	31563.73
3333	30388.553
3334	31545.525
3335	30946.012
3336	31361.14
3337	31425.969
3338	31405.4
3339	29728.76
3340	31645.574
3341	31054.697
3342	31722.13
3343	31059.863
3344	31242.91
3345	30632.219
3346	29871.943
3347	31449.162
3348	31521.254
3349	31006.793
3350	30895.496
3351	31516.572
3352	30234.256
3353	31338.238
3354	31036.338
3355	31716.135
3356	31399.479
3357	31463.246
3358	31530.574
3359	31647.818
3360	31653.854
3361	31569.61
3362	31407.621
3363	30887.787
3364	30254.926
3365	30223.895
3366	31696.293
3367	31325.95
3368	30946.668
3369	31657.463
3370	31529.521
3371	31604.691
3372	31039.785
3373	29712.088
3374	31256.51
3375	30833.729
3376	30437.537
3377	31618.113
3378	30638.188
3379	30850.416
3380	29652.303
3381	31553.574
3382	30721.14
3383	31020.684
3384	31593.822
3385	30469.506
3386	31055.012
3387	31658.135
3388	30502.744
3389	31455.88
3390	31443.324
3391	31657.615
3392	31281.068
3393	30131.318
3394	31535.854
3395	31604.145
3396	31290.332
3397	31720.15
3398	30810.262
3399	31646.512
3400	31712.041
3401	30614.037
3402	31573.303
3403	30700.328
3404	30993.146
3405	31071.244
3406	29858.625
3407	30885.895
3408	29015.531
3409	30643.072
3410	30340.922
3411	29782.318
3412	29665.738
3413	29763.312
3414	30183.938
3415	28161.453
3416	31459.885
3417	30415.652
3418	30874.662
3419	30565.469
3420	28798.271
3421	29569.137
3422	28831.432
3423	28815.307
3424	30902.166
3425	30343.303
3426	30145.338
3427	31591.115
3428	30491.463
3429	29757.188
3430	30039.59
3431	31423.707
3432	29070.525
3433	30601.05
3434	30646.775
3435	28639.574
3436	30754.371
3437	30666.744
3438	29445.412
3439	29564.55
3440	31096.15
3441	28986.781
3442	29215.838
3443	30204.213
3444	28186.438
3445	28399.719
3446	29527.906
3447	30050.588
3448	28810.973
3449	29753.63
3450	29710.73
3451	29319.1
3452	28677.494
3453	28803.27
3454	30064.006
3455	28453.848
3456	29680.465
3457	29069.832
3458	29182.824
3459	28922.697
3460	29825.645
3461	31166.734
3462	28132.51
3463	28736.754
3464	28894.832
3465	28918.45
3466	29692.818
3467	28951.145
3468	30374.297
3469	30967.213
3470	30381.053
3471	30099.168
3472	30168.291
3473	31022.11
3474	31181.818
3475	29262.34
3476	29307.418
3477	30007.37
3478	29081.906
3479	28064.834
3480	31261.26
3481	28710.771
3482	30536.09
3483	30981.1
3484	28869.59
3485	28518.7
3486	31130.412
3487	28368.135
3488	29348.4
3489	29576.2
3490	29577.348
3491	29560.316
3492	30493.12
3493	30056.86
3494	31333.969
3495	31570.229
3496	30068.928
3497	30692.418
3498	31047.506
3499	31672.322
3500	31507.734
3501	31316.895
3502	30514.531
3503	30171.662
3504	30467.656
3505	30309.703
3506	30787.062
3507	30980.27
3508	31520.145
3509	31130.412
3510	31065.578
3511	30606.637
3512	29400.906
3513	30981.053
3514	31162.062
3515	30470.744
3516	30649.479
3517	30155.11
3518	31456.66
3519	31685.375
3520	30979.332
3521	30810.52
3522	31277.312
3523	30755.016
3524	31103.225
3525	31037.348
3526	31268.48
3527	30533.582
3528	31225.39
3529	31401.838
3530	31289.63
3531	31480.365
3532	30233.55
3533	30430.25
3534	31433.416
3535	30612.719
3536	29258.807
3537	31258.16
3538	31152.318
3539	30753.068
3540	29016.037
3541	30780.916
3542	31056.666
3543	30974.066
3544	31607.719
3545	30801.209
3546	31556.582
3547	31251.63
3548	30034.594
3549	30657.006
3550	29577.422
3551	29746.234
3552	31495.975
3553	29908.043
3554	31448.0
3555	31398.838
3556	31491.598
3557	31410.146
3558	29287.729
3559	30109.625
3560	30292.219
3561	30818.645
3562	31341.594
3563	30197.662
3564	30323.637
3565	30461.494
3566	30263.412
3567	30205.682
3568	30064.848
3569	30758.568
3570	30076.355
3571	28149.709
3572	29349.303
3573	30869.756
3574	31431.771
3575	30676.125
3576	31622.676
3577	29530.572
3578	29086.297
3579	31589.953
3580	30651.512
3581	31456.387
3582	31000.025
3583	30723.035
3584	31209.52
3585	30788.932
3586	30609.066
3587	30960.213
3588	30990.707
3589	30958.145
3590	30798.02
3591	30364.6
3592	30646.13
