	log_likelihood
254	16730.186
255	16791.771
256	16616.684
257	16857.879
258	16720.95
259	16864.715
260	16672.215
261	16712.717
262	16651.637
263	16734.785
264	16781.19
265	16651.09
266	16710.71
267	16726.074
268	16670.816
269	16738.572
270	16827.027
271	16744.799
272	16819.07
273	16759.629
274	16613.715
275	16816.709
276	16516.25
277	16873.393
278	16544.344
279	16576.828
280	16690.176
281	16758.441
282	16797.63
283	16799.117
284	16576.828
285	16858.4
286	16646.275
287	16751.24
288	16894.016
289	16810.459
290	16846.139
291	16678.613
292	16732.777
293	16597.541
294	16720.918
295	16713.5
296	16810.848
297	16542.713
298	16736.574
299	16735.441
300	16552.598
301	16553.262
302	16709.41
303	16858.375
304	16779.645
305	16864.666
306	16748.236
307	16779.951
308	16859.559
309	16741.855
310	16871.59
311	16913.938
312	16705.12
313	16662.64
314	16681.973
315	16558.426
316	16730.37
317	16947.807
318	16636.553
319	16809.582
320	16617.783
321	16733.184
322	16636.678
323	16691.254
324	16843.941
325	16754.824
326	16847.621
327	16904.879
328	16659.979
329	16570.188
330	16737.584
331	16857.396
332	16693.521
333	16821.494
334	16779.973
335	16836.316
336	16567.22
337	16613.86
338	16810.746
339	16824.572
340	16728.34
341	16746.59
342	16700.756
343	16702.93
344	16656.338
345	16702.426
346	16575.186
347	16734.77
348	16940.582
349	16782.27
350	16758.668
351	16697.879
352	16850.855
353	16710.781
354	16940.227
355	16636.24
356	16763.969
357	16814.715
358	16719.455
359	16780.307
360	16802.889
361	16771.867
362	16739.98
363	16923.443
364	16688.66
365	16810.055
366	16838.834
367	16809.754
368	16774.373
369	16706.748
370	16772.416
371	16671.822
372	16725.193
373	16876.154
374	16698.39
375	16832.605
376	16678.51
377	16836.965
378	16757.129
379	16713.559
380	16737.69
381	16841.46
382	16823.572
383	16787.129
384	16725.91
385	16534.275
386	16720.064
387	16784.736
388	16834.537
389	16723.846
390	16716.533
391	16822.6
392	16745.889
393	16869.287
394	16679.975
395	16743.45
396	16873.387
397	16677.516
398	16906.207
399	16784.195
400	16868.121
401	16800.438
402	16753.172
403	16497.39
404	16760.928
405	16797.236
406	16713.254
407	16740.836
408	16723.676
409	16761.373
410	16651.65
411	16814.754
412	16533.9
413	16759.297
414	16635.59
415	16711.95
416	16751.6
417	16847.85
418	16616.902
419	16720.367
420	16692.273
421	16687.4
422	16799.219
423	16875.818
424	16918.043
425	16659.035
426	16705.662
427	16691.908
428	16855.707
429	16780.285
430	16647.629
431	16849.527
432	16618.3
433	16822.283
434	16802.012
435	16783.215
436	16839.678
437	16700.67
438	16850.564
439	16743.63
440	16661.324
441	16736.21
442	16718.752
443	16698.168
444	16664.537
445	16640.152
446	16579.656
447	16702.322
448	16616.506
449	16452.1
450	16515.676
451	16812.787
452	16567.209
453	16988.637
454	16444.252
455	16777.215
456	16635.006
457	16801.723
458	16690.229
459	16647.791
460	16712.049
461	16864.92
462	16406.598
463	16726.52
464	16835.037
465	16738.068
466	16634.895
467	16651.89
468	16599.684
469	16963.121
470	16484.861
471	16668.238
472	16576.98
473	16864.12
474	16686.477
475	16729.037
476	16831.43
477	16839.96
478	16874.504
479	16705.527
480	16632.646
481	16857.781
482	16408.14
483	16651.553
484	16775.703
485	16625.605
486	16696.363
487	16636.5
488	16590.6
489	16384.926
490	16392.598
491	16676.896
492	16746.793
493	16791.604
494	16572.9
495	16660.008
496	16689.123
497	16592.84
498	16779.18
499	16765.215
500	16493.473
501	16633.705
502	16754.42
503	16756.326
504	16527.043
505	16479.215
506	16562.188
507	16738.703
508	16509.975
509	16927.352
510	16302.433
511	16681.648
512	16805.531
513	16598.197
514	16709.17
515	16485.504
516	16587.803
517	16647.115
518	16310.659
519	16618.127
520	16533.21
521	16740.59
522	16582.588
523	16477.766
524	16805.521
525	16669.033
526	16245.885
527	16615.703
528	16588.926
529	16213.672
530	16512.035
531	16667.307
532	16755.732
533	16311.974
534	16749.137
535	16796.21
536	16617.947
537	16808.516
538	16654.426
539	16857.643
540	16557.682
541	16642.63
542	16465.02
543	16698.992
544	16610.99
545	16459.152
546	16458.312
547	16567.723
548	16781.498
549	16492.959
550	16645.436
551	16620.7
552	16820.977
553	16430.8
554	16636.865
555	16320.888
556	16561.52
557	16981.348
558	16291.511
559	16611.918
560	16549.195
561	16741.512
562	16832.137
563	16630.045
564	16664.387
565	16749.926
566	16818.604
567	16580.775
568	16564.717
569	16834.14
570	16438.168
571	16650.523
572	16622.14
573	16788.752
574	16920.703
575	16646.361
576	16885.45
577	16729.3
578	16610.086
579	16423.76
580	16658.602
581	16582.195
582	16344.95
583	16557.756
584	16689.387
585	16518.14
586	16799.176
587	16456.174
588	16623.166
589	16575.098
590	16664.854
591	16540.834
592	16723.967
593	16601.105
594	16732.355
595	16552.332
596	16639.52
597	16525.98
598	16747.12
599	16794.637
600	16521.625
601	16671.05
602	16429.645
603	16658.2
604	16749.934
605	16579.27
606	16725.42
607	16799.94
608	16464.625
609	16706.418
610	16477.19
611	16749.748
612	16561.719
613	16716.496
614	16566.17
615	16764.693
616	16711.887
617	16580.934
618	16538.99
619	16731.615
620	16920.73
621	16346.2
622	16586.629
623	16758.229
624	16861.133
625	16739.832
626	16759.795
627	16463.541
628	16831.76
629	16757.66
630	16596.344
631	16705.582
632	16600.66
633	16809.543
634	16708.416
635	16330.841
636	16303.389
637	16059.065
638	16403.715
639	16378.156
640	16645.617
641	16527.432
642	16675.822
643	16653.787
644	16574.645
645	16287.599
646	16250.229
647	16968.26
648	16710.693
649	16509.762
650	16613.645
651	16502.479
652	16520.006
653	16538.703
654	16293.943
655	16696.57
656	16777.14
657	16833.129
658	16788.348
659	16718.387
660	16664.756
661	16324.419
662	16409.664
663	16249.284
664	16826.152
665	16549.395
666	16762.488
667	16568.523
668	16746.873
669	16478.8
670	16382.049
671	16674.875
672	16721.646
673	16638.441
674	16572.463
675	16702.531
676	16586.594
677	16715.816
678	16488.727
679	16677.928
680	16650.432
681	16702.877
682	16824.959
683	16793.953
684	16197.489
685	16247.419
686	16566.414
687	16669.652
688	16250.849
689	16422.271
690	16455.27
691	16822.814
692	16723.33
693	16549.457
694	16436.072
695	16501.76
696	16508.879
697	16722.922
698	16646.135
699	16709.166
700	16766.328
701	16682.215
702	16590.879
703	16551.465
704	16658.291
705	16640.832
706	16620.34
707	16596.459
708	16595.635
709	16958.582
710	16778.785
711	16760.193
712	16459.799
713	16814.473
714	16705.76
715	16419.457
716	16546.613
717	16719.094
718	16616.459
719	16564.658
720	16367.966
721	16648.666
722	16437.545
723	16752.219
724	16729.137
725	16633.469
726	16237.55
727	16874.7
728	16397.2
729	16714.408
730	16848.174
731	16838.584
732	16635.395
733	16732.816
734	16608.852
735	16781.156
736	16437.662
737	16802.672
738	16569.963
739	16636.129
740	16716.707
741	16827.488
742	16658.512
743	16544.865
744	16637.639
745	16762.053
746	16708.178
747	16490.062
748	16774.078
749	16717.686
750	16670.262
751	16365.092
752	16752.676
753	16429.004
754	16865.037
755	16645.447
756	16601.47
757	16949.291
758	16860.896
759	16540.348
760	16360.779
761	16721.027
762	16552.627
763	16651.525
764	16646.95
765	16499.678
766	16564.59
767	16694.293
768	16605.043
769	16559.547
770	16692.98
771	16658.217
772	16764.3
773	16708.354
774	16827.963
775	16651.535
776	16680.973
777	16713.5
778	16610.271
779	16454.115
780	16598.559
781	16719.412
782	16601.191
783	16438.125
784	16595.857
785	16874.05
786	16756.006
787	16751.975
788	16739.76
789	16623.703
790	16708.871
791	16669.754
792	16778.291
793	16610.375
794	16336.317
795	16615.078
796	16581.818
797	16618.521
798	16675.684
799	16400.55
800	16566.05
801	16395.791
802	16670.254
803	16534.682
804	16510.838
805	16655.664
806	16675.213
807	16617.238
808	16605.422
809	16463.834
810	16638.91
811	16508.77
812	16673.816
813	16616.527
814	16359.162
815	16556.502
816	16410.328
817	16539.238
818	16592.057
819	16648.555
820	16645.787
821	16977.535
822	16765.07
823	16724.512
824	16625.838
825	16471.645
826	16639.082
827	16568.566
828	16485.08
829	16587.178
830	16691.271
831	16477.621
832	16641.037
833	16511.836
834	16359.511
835	16622.111
836	16551.244
837	16591.23
838	16576.207
839	16427.459
840	16635.223
841	16596.664
842	16593.418
843	16665.057
844	16362.01
845	16610.756
846	16575.121
847	16581.973
848	16512.611
849	16554.918
850	16598.496
851	16573.453
852	16482.08
853	16587.238
854	16863.535
855	16473.863
856	16629.785
857	16386.291
858	16766.512
859	15896.338
860	16473.098
861	16731.59
862	16494.762
863	16476.008
864	16584.656
865	16444.229
866	16478.543
867	16624.729
868	16556.967
869	16543.98
870	16490.998
871	16673.465
872	16419.059
873	16489.684
874	16763.697
875	16575.184
876	16519.215
877	16346.784
878	16504.105
879	16565.582
880	16673.154
881	16500.004
882	16629.01
883	16357.183
884	16688.854
885	16519.367
886	16712.277
887	16521.916
888	16774.215
889	16509.832
890	16608.803
891	16462.139
892	16320.584
893	16641.654
894	16636.516
895	16490.059
896	16431.48
897	16272.266
898	16270.169
899	16732.887
900	16597.303
901	16721.887
902	16462.043
903	16462.363
904	16647.09
905	16606.658
906	16528.943
907	16433.057
908	16447.326
909	16494.785
910	16616.76
911	16439.898
912	16634.871
913	16532.215
914	16549.516
915	16516.676
916	16620.2
917	16539.871
918	16531.03
919	16598.322
920	16647.854
921	16542.916
922	16504.807
923	16521.025
924	16667.744
925	16515.996
926	16403.057
927	16478.86
928	16434.838
929	16540.379
930	16526.615
931	16695.549
932	16495.404
933	16723.707
934	16563.441
935	16537.04
936	16454.863
937	16532.152
938	16476.91
939	16531.725
940	16561.66
941	16511.6
942	16411.904
943	16385.596
944	16683.44
945	16680.312
946	16460.303
947	16640.229
948	16690.615
949	16539.248
950	16591.139
951	16532.928
952	16486.447
953	16484.273
954	16546.516
955	16600.475
956	16544.414
957	16585.783
958	16568.861
959	16399.953
960	16529.723
961	16591.293
962	16641.078
963	16496.895
964	16411.816
965	16578.52
966	16506.184
967	16566.213
968	16459.184
969	16708.844
970	16709.752
971	16490.348
972	16489.648
973	16488.447
974	16464.377
975	16493.285
976	16589.508
977	16529.65
978	16622.906
979	16384.775
980	16874.387
981	16563.453
982	16565.78
983	16430.605
984	16629.35
985	16809.094
986	16513.328
987	16537.578
988	16481.55
989	16439.34
990	16453.434
991	16423.264
992	16645.975
993	16651.14
994	16469.45
995	16725.744
996	16692.875
997	16523.098
998	16487.166
999	16707.443
1000	16719.031
1001	16448.547
1002	16487.219
1003	16654.816
1004	16711.266
1005	16510.746
1006	16407.97
1007	16566.412
1008	16376.85
1009	16601.074
1010	16471.832
1011	16656.693
1012	16483.73
1013	16655.352
1014	16874.666
1015	16578.871
1016	16470.912
1017	16562.777
1018	16796.88
1019	16464.152
1020	16470.848
1021	16839.715
1022	16631.855
1023	16450.125
1024	16562.695
1025	16632.125
1026	16465.432
1027	16661.156
1028	16635.209
1029	16679.902
1030	16646.0
1031	16717.436
1032	16397.102
1033	16615.84
1034	16601.23
1035	16498.324
1036	16397.07
1037	16486.0
1038	16608.988
1039	16757.168
1040	16635.312
1041	16610.51
1042	16570.152
1043	16612.225
1044	16688.537
1045	16338.969
1046	16330.224
1047	16351.719
1048	16520.312
1049	16363.029
1050	16679.371
1051	16605.625
1052	16576.268
1053	16627.102
1054	16593.215
1055	16376.378
1056	16592.816
1057	16555.766
1058	16498.95
1059	16575.287
1060	16720.674
1061	16651.48
1062	16679.05
1063	16721.432
1064	16628.26
1065	16602.012
1066	16364.419
1067	16555.89
1068	16624.777
1069	16569.58
1070	16319.683
1071	16590.855
1072	16736.967
1073	16572.668
1074	16581.066
1075	16590.377
1076	16524.277
1077	16572.691
1078	16528.969
1079	16461.73
1080	16685.682
1081	16488.078
1082	16733.848
1083	16521.98
1084	16464.555
1085	16616.71
1086	16557.496
1087	16464.322
1088	16527.252
1089	16456.469
1090	16654.266
1091	16455.863
1092	16693.104
1093	16530.29
1094	16608.39
1095	16504.93
1096	16677.941
1097	16662.723
1098	16363.331
1099	16430.89
1100	16779.006
1101	16416.832
1102	16437.377
1103	16759.688
1104	16566.604
1105	16257.521
1106	16678.715
1107	16682.516
1108	16674.254
1109	16636.52
1110	16657.959
1111	16686.354
1112	16598.55
1113	16657.621
1114	16591.668
1115	16700.281
1116	16583.207
1117	16472.564
1118	16686.143
1119	16369.287
1120	16590.145
1121	16623.984
1122	16513.549
1123	16409.35
1124	16539.996
1125	16674.768
1126	16717.62
1127	16788.527
1128	16692.91
1129	16610.258
1130	16570.172
1131	16566.344
1132	16413.46
1133	16537.322
1134	16730.203
1135	16478.035
1136	16532.064
1137	16529.895
1138	16495.662
1139	16474.791
1140	16593.832
1141	16671.066
1142	16608.121
1143	16641.068
1144	16535.697
1145	16566.225
1146	16496.584
1147	16590.951
1148	16643.38
1149	16590.822
1150	16653.18
1151	16722.896
1152	16629.213
1153	16599.225
1154	16757.65
1155	16776.771
1156	16478.191
1157	16593.176
1158	16636.287
1159	16570.396
1160	16656.635
1161	16712.037
1162	16695.723
1163	16555.723
1164	16674.63
1165	16606.84
1166	16516.078
1167	16538.152
1168	16618.445
1169	16461.238
1170	16514.465
1171	16651.588
1172	16777.035
1173	16670.623
1174	16649.865
1175	16392.365
1176	16561.967
1177	16635.465
1178	16463.309
1179	16553.604
1180	16505.525
1181	16705.855
1182	16687.785
1183	16404.271
1184	16691.775
1185	16568.441
1186	16606.635
1187	16380.35
1188	16356.3
1189	16675.643
1190	16696.309
1191	16469.521
1192	16614.094
1193	16302.025
1194	16606.895
1195	16536.162
1196	16661.35
1197	16821.738
1198	16721.48
1199	16697.738
1200	16206.68
1201	16664.408
1202	16390.371
1203	16326.472
1204	16684.637
1205	16560.15
1206	16546.701
1207	16698.041
1208	16645.479
1209	16307.606
1210	16614.707
1211	16528.69
1212	16495.66
1213	16605.695
1214	16451.848
1215	16614.098
1216	16620.408
1217	16498.791
1218	16648.262
1219	16783.97
1220	16663.223
1221	16633.604
1222	16699.22
1223	16581.412
1224	16504.395
1225	16601.809
1226	16680.057
1227	16572.973
1228	16452.137
1229	16518.1
1230	16606.037
1231	16536.146
1232	16319.689
1233	16518.531
1234	16590.41
1235	16586.34
1236	16722.299
1237	16536.396
1238	16732.277
1239	16691.709
1240	16773.941
1241	16611.486
1242	16491.143
1243	16654.3
1244	16531.102
1245	16794.865
1246	16683.23
1247	16664.566
1248	16563.951
1249	16283.755
1250	16757.936
1251	16674.953
1252	16683.416
1253	16743.934
1254	16662.193
1255	16681.832
1256	16638.191
1257	16514.807
1258	16505.723
1259	16669.766
1260	16699.793
1261	16609.45
1262	16445.152
1263	16374.503
1264	16407.512
1265	16481.277
1266	16740.979
1267	16456.684
1268	16613.707
1269	16588.645
1270	16505.094
1271	16453.371
1272	16629.885
1273	16616.938
1274	16715.355
1275	16510.035
1276	16835.09
1277	16709.402
1278	16644.504
1279	16700.762
1280	16415.945
1281	16635.89
1282	16715.63
1283	16462.004
1284	16628.145
1285	16551.732
1286	16651.44
1287	16744.975
1288	16597.035
1289	16832.4
1290	16617.027
1291	16499.441
1292	16510.266
1293	16861.074
1294	16363.568
1295	16782.0
1296	16696.867
1297	16753.5
1298	16426.45
1299	16743.223
1300	16802.582
1301	16756.092
1302	16717.617
1303	16583.559
1304	16436.553
1305	16792.459
1306	16863.406
1307	16835.795
1308	16536.184
1309	16574.113
1310	16595.182
1311	16486.502
1312	16715.074
1313	16632.791
1314	16398.412
1315	16801.441
1316	16823.084
1317	16752.012
1318	16804.652
1319	16362.766
1320	16766.611
1321	16563.957
1322	16734.984
1323	16728.943
1324	16740.531
1325	16701.082
1326	16748.246
1327	16734.969
1328	16769.562
1329	16873.121
1330	16710.469
1331	16845.824
1332	16502.285
1333	16592.043
1334	16707.846
1335	16521.684
1336	16688.38
1337	16449.166
1338	16726.428
1339	16758.768
1340	16606.7
1341	16934.764
1342	16674.412
1343	16664.484
1344	16710.223
1345	16655.246
1346	16862.145
1347	16792.127
1348	16665.662
1349	16482.91
1350	16743.678
1351	16791.207
1352	16763.916
1353	16645.027
1354	16867.682
1355	16531.51
1356	16676.219
1357	16604.145
1358	16713.332
1359	16818.81
1360	16513.205
1361	16870.951
1362	16616.674
1363	16885.664
1364	16556.006
1365	16521.277
1366	16818.303
1367	16487.842
1368	16808.738
1369	16469.887
1370	16616.645
1371	16825.629
1372	16667.176
1373	16851.291
1374	16570.656
1375	16542.469
1376	15977.885
1377	16749.742
1378	16762.518
1379	16643.38
1380	16815.543
1381	16833.977
1382	16498.592
1383	16685.934
1384	16755.73
1385	16785.922
1386	16686.805
1387	16777.732
1388	16874.742
1389	16817.871
1390	16708.193
1391	16735.82
1392	16580.248
1393	16825.95
1394	16755.629
1395	16824.371
1396	16560.293
1397	16620.547
1398	16682.14
1399	16810.473
1400	16601.783
1401	16758.652
1402	16909.832
1403	16673.432
1404	16773.072
1405	16583.21
1406	16729.328
1407	16748.332
1408	16753.928
1409	16801.443
1410	16636.488
1411	16783.201
1412	16687.25
1413	16752.926
1414	16693.912
1415	16366.117
1416	16748.004
1417	16415.312
1418	16845.234
1419	16583.744
1420	16599.703
1421	16829.7
1422	16770.832
1423	16695.74
1424	16672.244
1425	16800.902
1426	16798.344
1427	16712.05
1428	16913.61
1429	16838.89
1430	16713.422
1431	16888.863
1432	16544.26
1433	16828.637
1434	16738.33
1435	16816.041
1436	16833.824
1437	16582.309
1438	16762.363
1439	16777.559
1440	16851.982
1441	16763.758
1442	16658.344
1443	16824.393
1444	16732.48
1445	16748.775
1446	16434.588
1447	16896.193
1448	16498.082
1449	16915.568
1450	16439.562
1451	16922.969
1452	16788.154
1453	16511.334
1454	16889.74
1455	16869.598
1456	16614.695
1457	16985.645
1458	16725.12
1459	16739.193
1460	16600.256
1461	16798.95
1462	16828.041
1463	16687.291
1464	16713.201
1465	16836.09
1466	16697.752
1467	16805.848
1468	16689.31
1469	16674.303
1470	16796.457
1471	16917.877
1472	16716.41
1473	16845.271
1474	16708.693
1475	16634.684
1476	16836.473
1477	16841.418
1478	16877.023
1479	16656.604
1480	16737.506
1481	16761.607
1482	16804.62
1483	16885.303
1484	16870.479
1485	16631.035
1486	16716.371
1487	16546.9
1488	16806.68
1489	16627.88
1490	16796.883
1491	16765.16
1492	16777.277
1493	16869.76
1494	16837.729
1495	16637.441
1496	16739.75
1497	16784.422
1498	16786.113
1499	16801.113
1500	16858.984
1501	16820.012
1502	16793.846
1503	16742.578
1504	16828.453
1505	16792.291
1506	16674.387
1507	16789.266
1508	16826.34
1509	16766.932
1510	16643.012
1511	16821.469
1512	16845.299
1513	16725.291
1514	16753.045
1515	16783.441
1516	16937.613
1517	16698.512
1518	16684.512
1519	16804.707
1520	16793.59
1521	16738.943
1522	16688.89
1523	16742.031
1524	16754.3
1525	16842.115
1526	16766.662
1527	16622.588
1528	16903.812
1529	16764.09
1530	16735.686
1531	16762.922
1532	16742.16
1533	16816.803
1534	16857.062
1535	16719.604
1536	16739.693
1537	16751.371
1538	16740.197
1539	16736.646
1540	16776.004
1541	16726.062
1542	16909.145
1543	16824.725
1544	16847.594
1545	16672.664
1546	16774.137
1547	16821.68
1548	16729.99
1549	16702.531
1550	16739.273
1551	16802.799
1552	16844.373
1553	16748.518
1554	16763.8
1555	16811.531
1556	16889.844
1557	16803.795
1558	16778.61
1559	16817.041
1560	16735.312
1561	16758.238
1562	16852.64
1563	16642.469
1564	16826.016
1565	16723.285
1566	16663.559
1567	16882.844
1568	16834.16
1569	16678.03
1570	16800.871
1571	16786.344
1572	16873.031
1573	16781.713
1574	16856.145
1575	16721.15
1576	16701.105
1577	16791.463
1578	16614.074
1579	16833.854
1580	16667.746
1581	16799.959
1582	16825.645
1583	16772.084
1584	16523.209
1585	16734.338
1586	16749.393
1587	16855.754
1588	16661.682
1589	16699.885
1590	16840.271
1591	16835.863
1592	16770.723
1593	16775.715
1594	16907.074
1595	16802.639
1596	16935.654
1597	16733.049
1598	16788.682
1599	16846.398
1600	16358.669
1601	16732.021
1602	16764.652
1603	16667.996
1604	16660.262
1605	16810.135
1606	16847.459
1607	16764.809
1608	16848.463
1609	16659.422
1610	16778.303
1611	16571.672
1612	16759.027
1613	16749.115
1614	16684.994
1615	16845.172
1616	16503.902
1617	16832.578
1618	16808.787
1619	16716.527
1620	16810.178
1621	16833.791
1622	16894.43
1623	16795.002
1624	16814.562
1625	16888.035
1626	16840.104
1627	16676.73
1628	16706.533
1629	16808.586
1630	16741.832
1631	16675.676
1632	16809.027
1633	16660.797
1634	16817.395
1635	16878.059
1636	16791.568
1637	16809.223
1638	16824.549
1639	16784.078
1640	16495.36
1641	16824.6
1642	16855.238
1643	16857.488
1644	16823.324
1645	16828.04
1646	16827.684
1647	16783.404
1648	16809.266
1649	16750.215
1650	16749.281
1651	16743.941
1652	16703.629
1653	16622.621
1654	16861.209
1655	16692.604
1656	16790.549
1657	16796.41
1658	16754.617
1659	16770.266
1660	16788.785
1661	16770.7
1662	16757.164
1663	16881.629
1664	16823.678
1665	16853.846
1666	16744.65
1667	16695.838
1668	16762.588
1669	16782.863
1670	16762.75
1671	16715.387
1672	16819.887
1673	16799.691
1674	16857.09
1675	16806.688
1676	16844.84
1677	16744.656
1678	16682.57
1679	16763.934
1680	16722.494
1681	16522.91
1682	16689.504
1683	16320.394
1684	16694.45
1685	16874.836
1686	16766.074
1687	16706.193
1688	16849.93
1689	16782.338
1690	16798.764
1691	16698.855
1692	16759.125
1693	16839.443
1694	16733.512
1695	16835.55
1696	16764.348
1697	16619.953
1698	16813.867
1699	16731.316
1700	16817.041
1701	16700.012
1702	16804.547
1703	16716.611
1704	16511.434
1705	16836.832
1706	16696.824
1707	16710.006
1708	16821.236
1709	16872.86
1710	16868.035
1711	16856.656
1712	16737.162
1713	16804.441
1714	16717.723
1715	16766.996
1716	16720.115
1717	16719.559
1718	16710.918
1719	16665.744
1720	16635.658
1721	16867.363
1722	16840.531
1723	16841.465
1724	16910.535
1725	16863.746
1726	16874.668
1727	16904.66
1728	16752.367
1729	16712.787
1730	16791.732
1731	16568.38
1732	16649.275
1733	16680.957
1734	16878.531
1735	16565.574
1736	16579.9
1737	16765.51
1738	16895.48
1739	16546.941
1740	16895.373
1741	16655.09
1742	16866.87
1743	16758.629
1744	16705.957
1745	16737.05
1746	16842.156
1747	16867.605
1748	16879.592
1749	16810.73
1750	16769.717
1751	16834.973
1752	16602.207
1753	16768.7
1754	16741.775
1755	16678.098
1756	16790.7
1757	16847.963
1758	16741.805
1759	16660.348
1760	16761.27
1761	16668.242
1762	16887.85
1763	16792.99
1764	16758.504
1765	16808.418
1766	16710.27
1767	16760.629
1768	16776.594
1769	16750.91
1770	16734.293
1771	16782.979
1772	16870.652
1773	16764.666
1774	16652.443
1775	16612.76
1776	16801.629
1777	16723.334
1778	16809.027
1779	16595.662
1780	16726.27
1781	16737.197
1782	16758.916
1783	16844.152
1784	16692.883
1785	16781.62
1786	16829.62
1787	16757.629
1788	16833.64
1789	16843.754
1790	16691.115
1791	16866.863
1792	16441.87
1793	16729.566
1794	16706.87
1795	16861.896
1796	16809.904
1797	16657.26
1798	16894.117
1799	16813.193
1800	16802.965
1801	16744.27
1802	16845.543
1803	16784.309
1804	16781.484
1805	16845.865
1806	16812.275
1807	16619.719
1808	16787.025
1809	16822.84
1810	16707.428
1811	16826.791
1812	16702.541
1813	16700.926
1814	16835.115
1815	16755.674
1816	16742.219
1817	16809.979
1818	16715.717
1819	16809.65
1820	16708.543
1821	16646.25
1822	16776.824
1823	16610.61
1824	16793.98
1825	16831.822
1826	16840.719
1827	16853.076
1828	16681.738
1829	16815.963
1830	16821.879
1831	16611.182
1832	16760.213
1833	16724.88
1834	16817.365
1835	16724.354
1836	16834.824
1837	16759.719
1838	16725.807
1839	16832.885
1840	16763.965
1841	16904.73
1842	16945.375
1843	16846.28
1844	16884.797
1845	16834.334
1846	16651.525
1847	16928.982
1848	16901.604
1849	16802.793
1850	16868.424
1851	16888.168
1852	16868.861
1853	16823.203
1854	16764.922
1855	16758.996
1856	16843.78
1857	16698.512
1858	16836.672
1859	16838.277
1860	16869.766
1861	16808.293
1862	16736.97
1863	16880.934
1864	16764.865
1865	16715.438
1866	16750.559
1867	16810.41
1868	16921.543
1869	16906.883
1870	16787.012
1871	16812.395
