	z_coordinate_0	z_coordinate_1
385	-8.105383	-1.4706293
386	-7.1456785	-0.9695887
387	-6.2834015	-0.46806368
388	-6.61598	-0.65191233
389	-4.7956448	2.4305212
390	-6.996129	-0.74009806
391	-6.075484	-0.020068131
392	-5.3979936	-1.4833151
393	-5.8104105	0.35025367
394	-6.5173454	-0.8153326
395	-6.393953	-0.09168806
396	-6.0207334	0.10955087
397	-6.948786	-0.51610845
398	-5.0773544	-1.0451838
399	-6.16216	0.29999214
400	-6.550573	-0.11916178
401	-6.629088	-0.39084765
402	-5.3201447	0.090364255
403	-7.7954807	-1.6286765
404	-5.067314	1.8920337
405	-6.7672863	-0.57891315
406	-5.4502745	1.0627948
407	-5.187153	1.5462793
408	-5.6984587	0.29226777
409	-6.5125465	0.15061733
410	-6.7098207	-1.1731415
411	-6.2838697	0.12984481
412	-7.3835616	-0.9248437
413	-6.9829025	-0.6027607
414	-7.893964	-1.0569818
415	-7.412478	-1.3652949
416	-7.287801	-1.1454605
417	-6.0330133	-0.60336775
418	-8.0418625	-1.1453513
419	-7.2499504	-0.8057935
420	-7.113778	-0.5323015
421	-6.753134	-1.0016613
422	-6.613717	-0.35287166
423	-6.200558	0.25306007
424	-5.7479925	0.34416774
425	-6.8280916	-0.45709237
426	-6.5718718	-0.49567828
427	-7.262331	-1.1539793
428	-6.200301	0.08492545
429	-6.4549084	-0.15327397
430	-5.6156654	-0.43325093
431	-6.1197805	-0.09643283
432	-7.4620066	-1.1557359
433	-5.2565327	0.42755565
434	-5.979657	0.1775277
435	-5.2569094	1.4366816
436	-5.7010937	0.16501853
437	-4.4265895	-0.080298655
438	-5.8072205	0.07500646
439	-6.744925	-0.2257539
440	-7.057582	-0.43502226
441	-7.0168247	-0.59454584
442	-6.404196	1.2973261
443	-7.8287926	-0.2860063
444	-8.272185	-0.3058635
445	-7.7774944	-0.8596008
446	-5.8686047	1.5923842
447	-6.7743807	2.0190523
448	-6.629543	1.8838904
449	-8.663675	2.4564822
450	-5.774308	1.4813974
451	-6.918242	0.49339935
452	-7.3974752	2.6745236
453	-4.645036	1.3811042
454	-7.2810583	3.1599379
455	-8.842971	1.374373
456	-8.194419	-0.7430083
457	-6.3245616	0.6845734
458	-7.180131	1.7257078
459	-8.302098	-0.6330686
460	-8.37836	0.27097115
461	-6.176759	2.370547
462	-7.166831	2.776204
463	-6.7541595	1.6091652
464	-7.111576	1.3162314
465	-7.7381697	0.665491
466	-8.703105	0.5411357
467	-6.4432583	1.8663491
468	-7.436968	-2.178513
469	-5.105066	1.2000767
470	-7.703448	2.5423696
471	-8.553843	0.05814258
472	-6.2858562	1.4878566
473	-6.1176853	1.3694054
474	-8.111012	-0.1257574
475	-6.6276217	1.8820803
476	-5.2141047	1.1698868
477	-6.9065247	0.3293338
478	-6.7173715	-0.09075063
479	-8.136461	0.15816271
480	-7.7004023	2.3267841
481	-6.31509	1.2264869
482	-7.447937	3.317385
483	-7.5075183	2.0573757
484	-6.3321486	1.0960602
485	-6.7328334	1.5564103
486	-8.539077	2.0947304
487	-8.094335	0.6311277
488	-7.6645164	1.4876131
489	-7.8456264	3.2279513
490	-6.726832	0.55146766
491	-8.35025	-0.028990768
492	-6.690736	1.3537853
493	-8.074279	0.4770452
494	-6.8216934	0.8041801
495	-7.2774014	0.7652414
496	-8.117667	0.58891577
497	-8.187732	-0.29893672
498	-7.1440635	0.84321207
499	-6.936326	1.718038
500	-7.999778	1.8180428
501	-7.399947	2.01303
502	-6.507019	1.377443
503	-7.8780913	0.021118082
504	-8.460004	-0.69039017
505	-9.527131	1.0561142
506	-8.676408	0.20798633
507	-6.482692	1.5392139
508	-7.433893	1.750405
509	-6.603453	0.9014111
510	-7.9648123	3.009139
511	-7.351926	-0.48345074
512	-7.2682047	0.5062361
513	-8.240142	0.9330787
514	-7.854144	-0.39748606
515	-6.3695836	1.650371
516	-8.708161	0.26248676
517	-8.364375	0.15207994
518	-6.2330284	2.14258
519	-7.1097846	1.827874
520	-5.786891	2.5291736
521	-5.576317	1.289581
522	-7.290951	0.6772949
523	-8.465884	2.207513
524	-6.671294	0.563899
525	-6.0115237	1.1347114
526	-7.6899424	3.0895984
527	-7.191985	1.8962157
528	-8.040667	-0.36373022
529	-7.128763	3.2471366
530	-7.1366005	2.316985
531	-9.174736	1.0089114
532	-8.109448	0.5760579
533	-8.426505	3.1382878
534	-6.6956434	-0.12449568
535	-6.8937654	1.7684394
536	-6.8182516	1.38123
537	-6.8368835	1.4212898
538	-4.7232084	3.8196542
539	-6.425741	1.159755
540	-5.67622	1.6696846
541	-7.036024	2.9665852
542	-9.68043	0.8472834
543	-7.8537006	2.4216657
544	-8.792164	1.3153925
545	-9.223673	1.3880504
546	-9.322303	1.2459903
547	-7.502333	2.827158
548	-6.0902987	1.8262165
549	-7.9855585	2.9243672
550	-9.043416	0.71941036
551	-6.3397226	1.7548727
552	-7.0986934	2.1418917
553	-7.4259624	3.1982467
554	-8.032974	1.5501345
555	-6.6046896	2.0854838
556	-7.096609	2.2314146
557	-5.629053	1.0136942
558	-8.049037	3.0215812
559	-6.480173	1.8049096
560	-8.34455	1.8332253
561	-7.732054	1.2842478
562	-7.400587	-0.049638025
563	-6.9298115	1.7378783
564	-8.308032	0.7683355
565	-7.3234406	2.5455859
566	-6.563076	0.23678157
567	-6.5858994	2.1515276
568	-7.781086	0.09614194
569	-7.5577955	0.9866679
570	-8.001304	3.3908427
571	-6.9748816	2.3968136
572	-5.5956163	1.5643313
573	-6.482077	1.2600108
574	-6.0997095	0.6013377
575	-9.111003	1.0312648
576	-6.4738846	1.318146
577	-6.408353	0.8576891
578	-6.992152	2.153567
579	-9.180929	0.6477422
580	-7.470998	1.3249964
581	-7.7219687	1.8583169
582	-9.475268	1.9595964
583	-7.4396296	2.3974032
584	-7.120924	2.453234
585	-9.3934355	1.8842434
586	-7.2366476	0.4009288
587	-7.595578	2.5167077
588	-7.0210786	2.545554
589	-7.9164066	-0.60285914
590	-7.287157	2.8058326
591	-8.502258	0.46090773
592	-7.120983	1.5405294
593	-8.215924	-0.21330139
594	-6.8937416	1.8095423
595	-8.022216	2.9520836
596	-9.139644	1.0543773
597	-8.283572	1.6262879
598	-7.168204	0.8434674
599	-7.5741606	2.2495387
600	-8.524392	0.23282665
601	-8.937993	0.12784836
602	-7.262739	2.8492372
603	-8.807851	1.1700321
604	-7.3143797	0.48937225
605	-9.099047	0.21367109
606	-7.1283617	-0.59652203
607	-7.631235	0.35340604
608	-8.006169	1.3189538
609	-8.661569	0.88694006
610	-7.024643	2.3427188
611	-6.497283	1.9232404
612	-6.7179847	1.6454872
613	-7.1592207	1.244278
614	-9.324363	0.8965327
615	-7.071391	0.3832266
616	-7.2580814	1.8970206
617	-8.394559	0.814661
618	-6.045374	2.1426015
619	-7.175915	1.8109637
620	-4.852028	0.9815144
621	-6.806438	2.8366048
622	-6.8252316	2.182277
623	-7.940504	0.37627226
624	-7.1377077	1.2806317
625	-8.227777	0.90477276
626	-8.491387	0.7031722
627	-7.1138887	2.7524185
628	-7.4607787	0.27044448
629	-7.681343	0.22106105
630	-6.8484592	2.1377635
631	-5.7572975	0.7497886
632	-8.175227	2.0258992
633	-6.987289	0.45024934
634	-6.4187717	1.6984963
635	-7.675661	2.2924194
636	-7.8104324	3.6511452
637	-7.4093494	3.5046165
638	-9.084151	-0.23805675
639	-9.03907	1.6815182
640	-6.9008603	2.0991275
641	-8.508826	0.27447683
642	-8.14793	0.064559646
643	-7.5449424	-0.71557695
644	-7.146697	2.0547538
645	-7.957382	3.5971887
646	-7.3906345	3.8909743
647	-4.81174	1.1462015
648	-6.9654565	1.5301157
649	-9.177321	1.5891585
650	-8.072074	2.1732662
651	-7.1281533	2.3284743
652	-7.8709702	-1.1344597
653	-8.762524	1.087567
654	-7.6133285	2.3763895
655	-7.0170765	1.7211177
656	-6.349265	1.2328635
657	-7.2716856	1.9408063
658	-8.14455	0.93849814
659	-8.353696	0.07309119
660	-8.53917	1.732723
661	-8.435172	2.8058217
662	-8.907819	0.53710485
663	-8.151631	2.7038367
664	-6.246274	1.2956098
665	-6.421864	1.7155913
666	-8.335411	1.4669899
667	-8.387273	0.12114049
668	-5.529769	1.8353939
669	-6.085335	2.8474283
670	-9.052246	1.4369569
671	-8.148959	0.15506044
672	-9.231057	1.5200703
673	-7.2503915	2.8766613
674	-7.644038	0.12473566
675	-7.1363215	2.1004956
676	-6.3940926	2.091684
677	-7.340559	1.7424169
678	-7.6711936	1.8816453
679	-7.3227277	0.047058262
680	-8.31883	0.12092332
681	-7.3967824	-0.089983486
682	-6.809934	1.6237799
683	-8.22487	0.5368073
684	-6.140746	2.9231493
685	-7.9104614	3.1907756
686	-7.470501	1.6616176
687	-6.032693	1.3176272
688	-8.968877	1.2833543
689	-7.8524547	2.6875541
690	-9.214347	1.8730671
691	-7.0410414	0.018998452
692	-6.710965	1.3413107
693	-7.5554695	3.0919523
694	-7.0432887	2.52002
695	-8.963656	2.1494675
696	-6.8497343	2.2381213
697	-7.2501965	-0.03979712
698	-5.8070383	1.5545679
699	-6.790306	-0.33870256
700	-7.094844	-0.56516594
701	-7.571105	-0.3224691
702	-8.703464	0.8433252
703	-8.370099	0.46725067
704	-8.443104	1.410984
705	-8.365384	0.0018781796
706	-8.217588	0.7792666
707	-7.5059714	1.1494906
708	-6.427783	0.91699153
709	-5.118578	1.0024258
710	-5.610335	2.088067
711	-7.317059	0.14706412
712	-6.5085278	1.5154498
713	-7.005246	1.083329
714	-9.063745	-1.4953469
715	-7.0269117	2.7032404
716	-8.142392	0.6774537
717	-6.994793	2.410715
718	-8.042388	1.206037
719	-5.208744	1.9512966
720	-7.054718	2.7981036
721	-7.839847	-0.48967025
722	-7.001154	3.1076543
723	-8.252896	-0.08981254
724	-8.332485	1.0166321
725	-8.323869	1.1019084
726	-7.764845	3.5142972
727	-6.791833	0.8378925
728	-7.3637714	3.0938647
729	-6.822293	2.3578908
730	-6.989032	1.5086994
731	-5.6091948	-0.086549066
732	-7.93781	0.028412826
733	-7.5326757	1.2704371
734	-8.362058	-0.25851274
735	-6.867468	0.7142581
736	-9.674922	1.785371
737	-7.377892	0.48053154
738	-8.437591	-0.8250987
739	-7.0853415	-0.020495139
740	-7.918542	1.5466248
741	-6.9062786	2.2497675
742	-8.325654	-0.14982557
743	-9.64015	1.02766
744	-8.440433	0.7228353
745	-8.605504	0.47086287
746	-6.0061383	1.3881488
747	-8.372085	0.73358244
748	-6.306034	1.9533083
749	-8.346698	0.05892051
750	-8.456534	0.33621436
751	-6.882502	3.1151145
752	-6.527384	1.940887
753	-7.8921266	3.3595116
754	-5.9035783	1.214901
755	-7.176568	1.5582635
756	-8.239528	-0.32749787
757	-5.128604	1.3893737
758	-8.1111	0.729697
759	-6.1562805	1.429765
760	-7.3704877	2.5679562
761	-7.080128	0.17417225
762	-7.0111313	3.0361893
763	-7.964654	-0.82152617
764	-7.7206554	-0.67869276
765	-7.730438	2.1614468
766	-8.955074	2.0516262
767	-8.052576	2.1737516
768	-8.53553	0.64194757
769	-8.447392	-0.35233536
770	-8.10049	-0.3633055
771	-7.647831	-1.2071209
772	-7.601033	1.5307903
773	-7.092328	-0.23668244
774	-7.5785046	0.7219671
775	-8.448966	0.06232164
776	-7.7852554	-0.7403081
777	-6.5621796	2.4134843
778	-7.097251	0.8300857
779	-9.551094	1.3541391
780	-8.930022	2.029842
781	-6.753004	1.8958071
782	-8.407496	0.93126655
783	-10.119447	1.4020205
784	-7.434764	1.6677873
785	-6.9292145	0.30637434
786	-7.4200306	-0.24377516
787	-6.4400406	1.4790817
788	-7.7810297	0.8088645
789	-6.3924084	1.1718802
790	-6.918228	0.27892926
791	-7.8476458	-0.5759295
792	-6.9336834	1.2384338
793	-5.666216	2.9411538
794	-7.6748157	3.2722476
795	-9.230915	0.6785414
796	-8.1249075	1.9259083
797	13.816556	13.522307
798	12.690259	14.20454
799	15.326866	14.580371
800	13.039037	14.62683
801	15.253554	14.264748
802	11.665975	14.419415
803	13.202331	15.050163
804	13.29753	15.142726
805	11.334035	16.038616
806	12.743257	14.171488
807	11.766122	14.527574
808	13.6750345	14.421046
809	13.491728	16.621328
810	12.715093	13.849091
811	13.517104	15.104505
812	12.626195	14.524029
813	13.187612	15.872214
814	15.509992	16.988213
815	13.339728	14.617187
816	12.092727	16.978039
817	12.993939	14.515878
818	12.875913	14.00583
819	12.825727	14.007677
820	12.897958	13.543254
821	9.8799925	9.665311
822	11.372945	13.181159
823	12.563302	13.556504
824	13.2181425	14.341264
825	13.557155	15.07301
826	11.840772	14.919505
827	12.293664	12.986289
828	12.363536	16.363073
829	13.38873	15.147765
830	12.668193	13.862771
831	12.707221	15.698319
832	13.197167	13.62358
833	13.54893	14.96008
834	13.555858	16.142334
835	13.707656	14.311959
836	13.938096	14.985918
837	13.612913	16.468306
838	13.485234	14.599222
839	13.948658	14.429724
840	13.006188	14.425606
841	12.170627	16.977161
842	12.969104	15.814042
843	12.4894285	14.067548
844	13.49683	17.084488
845	11.967577	15.089099
846	13.0450535	14.531735
847	13.019597	15.354913
848	13.497079	15.333428
849	13.2328005	15.050445
850	12.094413	15.395711
851	13.184676	14.268702
852	13.453513	14.2379055
853	13.616588	14.689252
854	10.58321	11.701348
855	12.301232	18.325462
856	11.600257	17.567804
857	14.261121	16.45954
858	11.648564	14.413298
859	19.949812	15.056222
860	14.657694	12.766372
861	12.730351	13.343006
862	12.913772	16.303461
863	14.3579855	15.588584
864	13.188148	15.182235
865	14.010612	16.573164
866	13.660272	15.238309
867	13.478068	14.116552
868	13.245375	15.422355
869	13.5393095	14.985047
870	14.952627	13.801835
871	12.742597	14.408401
872	13.385155	15.959577
873	12.746318	16.277946
874	11.1298485	14.267349
875	13.660768	14.8665285
876	11.943152	14.604911
877	14.151983	15.672994
878	12.473992	17.809397
879	13.010936	14.189204
880	12.715229	14.952642
881	13.316398	15.638854
882	11.98881	15.316686
883	15.481083	14.03919
884	11.796676	14.5422125
885	12.777147	15.896827
886	12.325054	13.234146
887	13.513026	15.127701
888	11.4075985	14.129646
889	13.632283	14.787515
890	13.048139	14.430116
891	13.390385	16.117695
892	14.694711	16.428211
893	12.234915	15.2305975
894	12.099069	14.961537
895	12.442054	15.758749
896	14.145764	14.9159975
897	15.110433	15.748071
898	14.312586	15.728873
899	11.436911	14.237412
900	13.128107	14.470352
901	12.492076	13.582395
902	14.219813	15.463176
903	12.483288	17.610725
904	13.501893	13.718854
905	13.197772	13.964164
906	13.462638	14.999991
907	15.424524	15.144853
908	13.238876	15.751334
909	13.391278	15.569474
910	13.383136	14.217769
911	12.867761	16.86322
912	13.486732	13.934869
913	13.061841	16.212011
914	13.107388	14.938266
915	14.213773	14.354154
916	13.110717	14.787048
917	13.275987	15.160872
918	12.470853	15.459638
919	13.107493	14.422257
920	13.120956	13.833899
921	13.072013	14.597535
922	11.980368	15.938487
923	13.45884	15.90937
924	12.403029	13.800784
925	13.656587	15.829717
926	14.347023	15.824683
927	15.452907	12.442437
928	13.880078	16.154951
929	12.633811	17.571417
930	13.461549	15.1591215
931	12.546617	12.833778
932	13.401306	15.819394
933	12.0760565	13.922752
934	13.649947	14.540393
935	12.958329	15.0799055
936	13.909417	15.275312
937	13.508465	14.664605
938	13.441073	15.401577
939	13.229466	15.041764
940	13.458358	15.462703
941	14.036731	15.28123
942	14.180082	16.74432
943	13.848081	15.795857
944	12.853419	14.28434
945	12.244964	14.114305
946	13.2647705	15.647638
947	13.114436	14.3721285
948	12.566806	14.088231
949	12.796477	15.827918
950	13.105508	14.853076
951	13.56314	14.825572
952	12.941962	16.887344
953	13.850251	14.825553
954	13.068023	14.966571
955	13.393711	14.271261
956	13.320283	15.574056
957	12.398204	15.719591
958	13.399743	14.832206
959	13.7495775	17.455425
960	13.0467615	16.398548
961	13.327387	14.69717
962	12.357661	15.142838
963	14.168171	15.145965
964	13.025231	16.458385
965	13.645851	14.242684
966	14.14285	14.5195
967	13.463065	14.180501
968	14.40762	14.343203
969	12.17188	13.443006
970	12.938938	13.410014
971	13.471854	15.0132265
972	13.463948	15.757688
973	13.2974	13.746365
974	13.446219	15.067237
975	13.740517	14.791068
